Customer ID,recency,frequency,monetary,segment
12597,20,4,3811.2199999999993,loyal_customers
12598,10,8,3023.08,champions
12599,30,7,1032.5800000000004,loyal_customers
12600,29,10,2599.04,loyal_customers
12601,190,5,577.0600000000001,at_risk
12602,59,1,153.12,about_to_sleep
12603,22,1,739.1999999999999,promising
12604,80,2,254.17999999999998,hibernating
12607,61,1,1579.51,about_to_sleep
12609,79,3,1126.8500000000001,at_risk
12610,23,5,2099.54,loyal_customers
12611,53,1,1193.32,about_to_sleep
12612,75,1,704.04,hibernating
12613,58,5,3344.38,loyal_customers
12614,278,1,315.59999999999997,hibernating
12615,3,4,2291.1899999999996,champions
12616,96,2,713.3,hibernating
12617,30,1,355.53000000000003,promising
12618,22,1,177.31,promising
12619,17,9,3641.24,loyal_customers
12620,15,3,1339.41,potential_loyalists
12621,2,20,13689.67,champions
12622,233,1,180.09999999999997,hibernating
12623,277,1,305.1,hibernating
12624,107,2,641.13,hibernating
12625,212,2,2683.82,hibernating
12626,24,9,6620.48,loyal_customers
12627,11,7,4478.530000000001,champions
12628,5,3,786.4599999999999,potential_loyalists
12630,10,2,1270.88,potential_loyalists
12631,58,1,640.5,about_to_sleep
12633,59,4,2163.98,loyal_customers
12635,90,2,1689.1800000000003,hibernating
12637,68,8,6021.9,loyal_customers
12638,34,1,671.69,about_to_sleep
12639,239,1,486.1,hibernating
12640,24,3,1174.58,potential_loyalists
12641,116,1,185.9,hibernating
12642,26,3,1013.26,potential_loyalists
12643,129,6,3344.6399999999994,cant_loose
12644,130,1,477.90999999999997,hibernating
12645,34,4,1775.1800000000003,loyal_customers
12646,5,2,1346.97,potential_loyalists
12647,23,12,3722.82,loyal_customers
12648,155,1,318.04999999999995,hibernating
12649,108,3,623.51,at_risk
12650,4,1,314.44,new_customers
12651,335,1,114.0,hibernating
12652,332,1,919.98,hibernating
12653,149,2,2209.85,hibernating
12654,11,5,601.9799999999999,champions
12656,18,5,4051.17,loyal_customers
12657,12,4,1643.18,champions
12658,19,1,686.05,promising
12659,30,1,91.68,promising
12660,12,1,245.10000000000002,new_customers
12662,1,11,3849.7799999999997,champions
12664,9,9,4881.88,champions
12665,325,1,63.0,hibernating
12667,59,1,620.1300000000001,about_to_sleep
12668,12,4,3807.15,champions
12669,151,3,2744.03,at_risk
12670,11,5,2996.0500000000006,champions
12672,330,1,225.9,hibernating
12673,6,2,610.52,potential_loyalists
12674,39,4,1970.6000000000001,loyal_customers
12676,25,6,1331.39,loyal_customers
12678,43,12,17628.46,loyal_customers
12679,59,4,1113.02,loyal_customers
12680,1,4,880.8100000000002,champions
12681,15,22,13787.54,loyal_customers
12682,4,31,12288.220000000001,champions
12683,5,15,8476.57,champions
12684,8,7,2283.63,champions
12685,29,6,2863.08,loyal_customers
12686,372,1,89.14,hibernating
12688,114,1,4873.8099999999995,hibernating
12689,26,2,1247.61,potential_loyalists
12690,206,1,389.01,hibernating
12691,29,6,1035.8,loyal_customers
12693,128,4,855.91,at_risk
12694,71,2,869.67,about_to_sleep
12695,8,4,582.1,champions
12697,29,3,957.5899999999999,potential_loyalists
12700,8,4,4939.99,champions
12701,80,2,797.71,hibernating
12702,20,1,219.0,promising
12703,72,1,283.55,about_to_sleep
12704,8,8,2340.8399999999997,champions
12705,16,9,6868.290000000001,loyal_customers
12707,292,1,603.42,hibernating
12708,30,10,2712.91,loyal_customers
12709,16,15,9736.52,loyal_customers
12710,97,3,1149.0200000000002,at_risk
12712,29,13,4396.13,loyal_customers
12713,1,1,848.5500000000001,new_customers
12714,10,5,4708.860000000001,champions
12715,107,1,353.85999999999996,hibernating
12716,4,2,1053.4900000000002,potential_loyalists
12717,152,2,1030.98,hibernating
12718,72,1,238.25,about_to_sleep
12719,6,2,644.95,potential_loyalists
12720,3,25,5781.730000000001,champions
12721,32,6,2656.13,loyal_customers
12722,86,4,997.6300000000001,at_risk
12723,4,5,725.07,champions
12724,6,4,1031.4099999999999,champions
12725,372,1,427.8,hibernating
12726,29,7,2609.1,loyal_customers
12727,11,7,3980.7000000000003,champions
12728,72,4,836.3299999999999,loyal_customers
12729,114,1,453.01000000000005,hibernating
12731,24,12,18895.91,loyal_customers
12732,180,1,236.26000000000005,hibernating
12733,235,1,383.95000000000005,hibernating
12734,353,1,110.39999999999999,hibernating
12735,316,2,779.57,hibernating
12736,333,1,234.00000000000003,hibernating
12738,373,1,155.35,hibernating
12739,79,2,1013.0400000000001,hibernating
12740,64,1,427.59999999999997,about_to_sleep
12743,135,2,546.4300000000001,hibernating
12744,52,7,21279.29,loyal_customers
12747,3,11,4196.009999999999,champions
12748,1,210,33719.73,champions
12749,4,5,4090.88,champions
12750,129,1,275.88,hibernating
12752,82,1,4366.780000000001,hibernating
12753,23,6,21429.39,loyal_customers
12754,236,3,3010.7400000000002,at_risk
12755,281,2,3811.9499999999994,hibernating
12756,87,1,112.08000000000001,hibernating
12757,16,13,7857.1,loyal_customers
12758,117,2,2791.59,hibernating
12759,53,3,1531.4400000000003,need_attention
12762,8,2,1898.5200000000004,potential_loyalists
12763,139,2,494.08000000000004,hibernating
12764,317,1,1693.88,hibernating
12766,4,7,6989.63,champions
12769,239,1,1143.6,hibernating
12770,211,1,1351.4499999999998,hibernating
12772,60,1,892.4700000000001,about_to_sleep
12775,18,5,1386.0400000000002,loyal_customers
12778,20,6,822.23,loyal_customers
12779,38,8,3981.3599999999997,loyal_customers
12781,64,2,826.74,about_to_sleep
12782,5,5,2330.9200000000005,champions
12783,3,6,2225.91,champions
12784,10,2,574.4200000000001,potential_loyalists
12785,365,1,311.95,hibernating
12787,10,3,463.65999999999997,potential_loyalists
12789,66,1,91.85000000000001,about_to_sleep
12790,193,1,324.9200000000001,hibernating
12791,374,1,192.60000000000002,hibernating
12792,257,1,400.53999999999996,hibernating
12793,335,2,545.48,hibernating
12794,54,2,860.41,about_to_sleep
12795,19,1,430.48,promising
12797,366,1,254.03,hibernating
12798,11,3,6977.04,potential_loyalists
12802,187,1,427.58,hibernating
12808,37,3,483.65000000000003,need_attention
12809,178,1,489.31,hibernating
12811,261,3,514.8499999999999,at_risk
12812,45,1,229.64,about_to_sleep
12814,102,1,125.92,hibernating
12815,148,2,1063.46,hibernating
12816,96,2,572.2,hibernating
12817,282,1,166.04,hibernating
12818,262,1,1542.08,hibernating
12820,4,4,942.34,champions
12821,215,1,92.72,hibernating
12822,71,2,948.8800000000002,about_to_sleep
12823,75,5,1759.5,at_risk
12824,60,1,397.11999999999995,about_to_sleep
12826,3,7,1474.72,champions
12827,6,3,430.15,potential_loyalists
12828,3,6,1018.71,champions
12829,337,2,293.0,hibernating
12830,38,6,6814.640000000001,loyal_customers
12831,263,1,215.05,hibernating
12832,33,2,383.03000000000003,potential_loyalists
12833,146,1,417.38,hibernating
12834,283,1,312.38,hibernating
12836,60,4,2612.8599999999997,loyal_customers
12837,174,1,134.1,hibernating
12838,34,2,683.13,about_to_sleep
12839,3,14,5591.42,champions
12840,144,4,2726.77,at_risk
12841,5,25,4022.35,champions
12842,71,2,1118.99,about_to_sleep
12843,66,8,1702.2600000000002,loyal_customers
12844,30,2,325.96,potential_loyalists
12845,268,4,354.09,at_risk
12847,23,1,871.5399999999998,promising
12849,32,2,1050.8899999999999,potential_loyalists
12851,97,1,135.18,hibernating
12852,295,1,311.55,hibernating
12853,135,6,1957.1000000000004,cant_loose
12854,79,3,1324.5000000000002,at_risk
12855,373,1,38.1,hibernating
12856,8,6,2179.93,champions
12857,211,2,1106.4,hibernating
12863,53,1,521.2,about_to_sleep
12864,139,1,147.12,hibernating
12865,27,2,1568.23,potential_loyalists
12866,284,1,559.12,hibernating
12867,27,7,4036.82,loyal_customers
12868,186,6,1607.0600000000002,cant_loose
12871,85,2,380.64000000000004,hibernating
12872,327,2,599.9700000000001,hibernating
12873,283,1,374.0,hibernating
12875,144,2,343.2300000000001,hibernating
12876,58,2,2218.020000000001,about_to_sleep
12877,4,12,1535.7700000000002,champions
12878,237,2,854.99,hibernating
12879,45,3,573.22,need_attention
12881,276,1,298.0,hibernating
12882,10,2,1463.0399999999997,potential_loyalists
12883,25,4,703.47,loyal_customers
12884,89,1,309.05000000000007,hibernating
12885,64,3,1175.2199999999998,need_attention
12886,68,2,1378.3999999999999,about_to_sleep
12888,215,2,354.12,hibernating
12890,25,1,380.47,promising
12891,186,3,331.0,at_risk
12893,31,1,188.14000000000001,promising
12895,43,2,372.8,about_to_sleep
12897,205,2,216.5,hibernating
12901,9,28,17654.539999999997,champions
12902,265,1,138.67999999999998,hibernating
12904,19,2,509.58,potential_loyalists
12906,12,5,2919.81,champions
12908,177,2,750.0,hibernating
12909,40,5,2178.67,loyal_customers
12910,24,8,3075.0400000000004,loyal_customers
12912,3,5,1662.3,champions
12913,5,5,2483.6299999999997,champions
12915,149,2,363.65,hibernating
12916,139,4,3006.1499999999996,at_risk
12917,129,1,594.0,hibernating
12919,9,6,1335.19,champions
12920,18,1,164.23000000000002,promising
12921,10,37,16587.09,champions
12922,162,1,405.38,hibernating
12923,65,1,176.97,about_to_sleep
12924,89,4,933.7000000000002,at_risk
12925,5,2,694.05,potential_loyalists
12928,36,5,2062.7,loyal_customers
12929,312,1,117.85,hibernating
12930,79,2,415.8,hibernating
12931,22,15,42055.96,loyal_customers
12933,25,3,607.53,potential_loyalists
12935,3,7,2160.7,champions
12936,18,4,1063.8999999999999,loyal_customers
12937,16,4,1504.2700000000002,loyal_customers
12938,26,1,114.13999999999999,promising
12939,65,8,11581.800000000001,loyal_customers
12940,55,2,913.54,about_to_sleep
12942,132,3,683.9000000000001,at_risk
12944,36,2,604.5099999999999,about_to_sleep
12945,289,1,462.95000000000005,hibernating
12947,144,6,1603.99,cant_loose
12948,17,7,2064.95,loyal_customers
12949,31,8,4167.22,loyal_customers
12950,3,3,1843.0,potential_loyalists
12951,9,6,1064.07,champions
12952,6,4,1387.79,champions
12953,10,1,329.85,new_customers
12955,2,11,4757.160000000001,champions
12956,307,1,108.07,hibernating
12957,10,8,4017.54,champions
12962,8,2,266.39,potential_loyalists
12963,9,8,1856.63,champions
12965,90,1,771.91,hibernating
12966,10,1,160.18,new_customers
12967,359,2,1660.9,hibernating
12968,113,1,135.95,hibernating
12970,8,4,452.24000000000007,champions
12971,4,86,11189.91,champions
12974,198,1,144.8,hibernating
12976,212,1,738.6,hibernating
12977,157,1,39.24,hibernating
12980,158,9,7374.9,cant_loose
12981,30,2,372.2199999999999,potential_loyalists
12982,243,1,390.53999999999996,hibernating
12984,19,1,97.5,promising
12985,1,2,1239.3799999999999,potential_loyalists
12987,74,2,558.7,hibernating
12988,293,1,535.3200000000002,hibernating
12989,4,15,6924.110000000001,champions
12990,32,3,409.5000000000001,potential_loyalists
12991,24,2,503.76000000000005,potential_loyalists
12993,24,4,414.75999999999993,loyal_customers
12994,5,3,974.42,potential_loyalists
12995,86,1,211.32,hibernating
12997,23,4,1226.89,loyal_customers
12999,197,3,455.88,at_risk
13000,107,3,534.8500000000001,at_risk
13001,5,13,9818.82,champions
13002,319,1,120.94999999999999,hibernating
13003,106,3,149.05,at_risk
13004,12,18,5655.91,champions
13005,174,2,513.6999999999999,hibernating
13006,57,1,81.57,about_to_sleep
13008,324,1,229.47000000000003,hibernating
13011,373,1,50.550000000000004,hibernating
13012,10,8,1661.8400000000001,champions
13013,2,13,4810.94,champions
13014,11,10,3466.2799999999997,champions
13015,54,5,3346.2799999999997,loyal_customers
13016,74,3,789.8899999999999,at_risk
13017,8,1,204.0,new_customers
13018,17,28,7277.700000000001,loyal_customers
13021,5,9,2616.38,champions
13023,65,2,689.9000000000001,about_to_sleep
13026,2,5,975.36,champions
13027,114,6,6912.0,cant_loose
13028,23,2,661.3200000000002,potential_loyalists
13029,31,3,1247.5,potential_loyalists
13030,12,2,799.4800000000001,potential_loyalists
13032,53,2,1010.1800000000002,about_to_sleep
13033,358,1,190.54999999999998,hibernating
13034,55,2,642.7700000000001,about_to_sleep
13035,74,2,921.88,hibernating
13037,139,3,881.07,at_risk
13038,81,3,908.46,at_risk
13040,9,2,676.99,potential_loyalists
13043,274,1,516.4200000000001,hibernating
13044,292,1,560.47,hibernating
13045,100,1,305.28,hibernating
13046,31,2,629.31,potential_loyalists
13047,32,10,3237.54,loyal_customers
13048,15,4,1835.9099999999999,loyal_customers
13049,65,2,656.6800000000002,about_to_sleep
13050,15,17,5836.860000000001,loyal_customers
13052,213,1,348.15000000000003,hibernating
13055,79,3,1214.41,at_risk
13058,25,3,271.4,potential_loyalists
13059,250,1,183.4,hibernating
13060,254,1,307.53000000000003,hibernating
13061,73,1,248.61,hibernating
13062,192,1,346.98,hibernating
13064,13,4,1119.4900000000002,champions
13065,374,1,205.85999999999999,hibernating
13066,25,2,470.79999999999995,potential_loyalists
13067,83,1,115.46000000000001,hibernating
13068,11,2,344.0,potential_loyalists
13069,1,24,4436.12,champions
13070,193,1,228.8,hibernating
13072,267,1,177.14999999999998,hibernating
13075,130,1,919.6100000000001,hibernating
13077,2,4,729.2700000000001,champions
13078,4,26,12627.939999999999,champions
13079,5,5,220.09999999999997,champions
13080,180,1,58.08,hibernating
13081,12,11,28337.379999999997,champions
13082,127,9,3613.6299999999997,cant_loose
13083,5,2,303.75,potential_loyalists
13085,158,2,416.08000000000004,hibernating
13089,3,97,58825.83,champions
13090,9,14,8910.819999999998,champions
13091,29,1,345.82000000000005,promising
13092,71,5,477.83000000000004,loyal_customers
13093,276,8,7832.470000000001,cant_loose
13094,22,12,1927.3200000000002,loyal_customers
13095,71,1,74.4,about_to_sleep
13097,33,10,6010.419999999999,loyal_customers
13098,2,28,28882.44,champions
13099,100,1,207.35999999999999,hibernating
13101,235,1,101.19,hibernating
13102,2,24,6424.089999999999,champions
13103,40,1,243.94,about_to_sleep
13104,4,6,1098.48,champions
13106,134,1,76.5,hibernating
13107,45,4,1531.6200000000003,loyal_customers
13108,373,1,350.05999999999995,hibernating
13109,60,2,786.54,about_to_sleep
13110,32,7,1488.67,loyal_customers
13113,1,24,12245.96,champions
13115,12,4,2294.7799999999997,champions
13116,139,1,501.14,hibernating
13117,22,8,984.9100000000001,loyal_customers
13118,20,5,1197.81,loyal_customers
13120,239,1,30.599999999999998,hibernating
13121,270,1,283.72999999999996,hibernating
13122,95,2,922.39,hibernating
13124,90,3,3866.33,at_risk
13126,5,8,2099.64,champions
13127,78,1,259.16999999999996,hibernating
13130,95,1,64.0,hibernating
13131,24,3,1073.2999999999997,potential_loyalists
13132,262,1,77.3,hibernating
13133,274,2,109.80000000000001,hibernating
13134,86,4,1793.5800000000002,at_risk
13135,197,1,3096.0,hibernating
13136,57,5,2607.6099999999997,loyal_customers
13137,11,8,3650.41,champions
13138,23,6,962.39,loyal_customers
13139,17,7,5064.9400000000005,loyal_customers
13140,109,3,423.72,at_risk
13141,85,5,2388.75,at_risk
13142,20,1,307.0899999999999,promising
13144,333,1,110.94999999999999,hibernating
13145,40,4,618.52,loyal_customers
13146,27,1,228.91,promising
13147,11,4,712.8000000000001,champions
13148,30,12,3707.12,loyal_customers
13149,15,4,1676.0600000000002,loyal_customers
13151,296,1,1257.8700000000003,hibernating
13153,6,1,486.22,new_customers
13155,34,4,971.7600000000002,loyal_customers
13157,50,4,1741.2199999999998,loyal_customers
13158,95,4,1201.06,at_risk
13159,9,4,1437.85,champions
13160,23,1,91.8,promising
13161,314,1,112.75,hibernating
13162,123,4,1688.2899999999997,at_risk
13165,47,2,1021.48,about_to_sleep
13166,284,1,417.20000000000005,hibernating
13167,19,4,791.3299999999999,loyal_customers
13168,37,4,1319.19,loyal_customers
13169,64,2,712.88,about_to_sleep
13170,27,1,116.00999999999999,promising
13171,22,3,468.40999999999997,potential_loyalists
13173,5,2,353.65000000000003,potential_loyalists
13174,17,3,2817.0299999999997,potential_loyalists
13176,47,1,492.84000000000003,about_to_sleep
13177,65,1,282.45,about_to_sleep
13178,27,11,5725.469999999999,loyal_customers
13182,46,1,121.18,about_to_sleep
13183,8,9,3957.7800000000007,champions
13184,15,10,1701.29,loyal_customers
13185,268,1,71.4,hibernating
13186,40,3,1575.89,need_attention
13187,338,1,236.01999999999998,hibernating
13188,12,1,114.60000000000001,new_customers
13189,19,2,260.67999999999995,potential_loyalists
13192,96,2,911.9400000000002,hibernating
13193,62,1,117.88000000000001,about_to_sleep
13194,136,1,60.7,hibernating
13196,12,4,1797.78,champions
13198,11,6,3401.24,champions
13199,4,38,9817.119999999999,champions
13200,20,4,870.0900000000001,loyal_customers
13203,10,4,869.4599999999999,champions
13207,16,2,250.26000000000002,potential_loyalists
13208,59,6,1223.9,loyal_customers
13209,31,8,5891.61,loyal_customers
13210,94,1,353.48,hibernating
13211,11,3,1197.42,potential_loyalists
13212,20,3,788.0799999999999,potential_loyalists
13213,57,5,1520.58,loyal_customers
13216,268,1,333.74,hibernating
13217,123,3,533.98,at_risk
13218,128,1,62.64,hibernating
13220,79,4,819.29,at_risk
13221,241,2,847.4100000000001,hibernating
13223,201,2,163.20000000000002,hibernating
13224,61,2,2155.9499999999994,about_to_sleep
13225,4,7,6463.84,champions
13226,274,1,108.21,hibernating
13227,202,1,257.7,hibernating
13228,82,1,358.0,hibernating
13229,226,1,160.95,hibernating
13230,5,14,2806.9700000000003,champions
13232,13,7,1357.6000000000001,champions
13233,75,2,605.1199999999999,hibernating
13235,213,1,1031.0700000000002,hibernating
13236,25,2,744.85,potential_loyalists
13238,18,4,700.7299999999999,loyal_customers
13239,262,1,329.56,hibernating
13240,97,4,663.6500000000001,at_risk
13242,113,3,270.40000000000003,at_risk
13243,204,1,600.0700000000002,hibernating
13244,93,1,121.74,hibernating
13245,51,1,430.5,about_to_sleep
13246,19,6,1987.3,loyal_customers
13247,18,4,501.11999999999995,loyal_customers
13248,125,2,465.67999999999995,hibernating
13249,93,3,711.41,at_risk
13253,157,2,1030.3999999999999,hibernating
13255,10,2,399.51,potential_loyalists
13258,12,3,698.5799999999999,potential_loyalists
13259,62,1,292.31999999999994,about_to_sleep
13260,62,1,557.62,about_to_sleep
13261,269,2,944.1,hibernating
13262,264,1,200.29,hibernating
13263,2,35,7454.07,champions
13265,54,5,2107.6600000000003,loyal_customers
13266,12,12,3834.26,champions
13267,3,19,4521.49,champions
13268,18,11,3214.69,loyal_customers
13269,2,15,5346.23,champions
13270,367,1,590.0,hibernating
13271,38,1,217.38,about_to_sleep
13272,32,2,276.56000000000006,potential_loyalists
13273,114,1,138.98,hibernating
13276,64,2,590.93,about_to_sleep
13277,16,4,258.4,loyal_customers
13278,41,1,542.73,about_to_sleep
13279,79,1,137.75,hibernating
13280,123,3,814.86,at_risk
13282,19,3,1132.14,potential_loyalists
13283,60,2,93.66,about_to_sleep
13284,331,1,201.19,hibernating
13285,24,4,2709.1200000000003,loyal_customers
13291,156,1,361.11,hibernating
13292,39,2,578.9399999999999,about_to_sleep
13294,190,2,873.74,hibernating
13295,360,1,201.2,hibernating
13296,138,1,87.4,hibernating
13297,8,4,2089.85,champions
13298,2,1,360.0,new_customers
13299,269,1,142.5,hibernating
13300,170,1,371.89,hibernating
13301,104,4,618.09,at_risk
13302,156,1,63.75,hibernating
13304,352,1,300.41999999999996,hibernating
13305,5,10,2000.8599999999997,champions
13307,121,1,15.0,hibernating
13308,23,3,1385.51,potential_loyalists
13309,8,5,1456.79,champions
13310,29,3,1132.0300000000002,potential_loyalists
13311,5,2,598.57,potential_loyalists
13313,23,5,1555.32,loyal_customers
13314,2,3,775.94,potential_loyalists
13316,38,4,5977.7300000000005,loyal_customers
13317,67,6,2273.68,loyal_customers
13318,2,3,640.7600000000001,potential_loyalists
13319,6,26,10845.55,champions
13320,79,4,1548.6999999999998,at_risk
13321,73,2,567.36,hibernating
13322,18,1,199.48,promising
13323,4,5,787.8499999999999,champions
13324,37,10,7121.95,loyal_customers
13325,82,1,675.3,hibernating
13327,39,8,3627.77,loyal_customers
13328,317,1,1308.48,hibernating
13329,32,2,789.0,potential_loyalists
13330,93,3,1140.93,at_risk
13332,15,1,350.9,promising
13334,83,3,3536.8200000000006,at_risk
13336,78,1,795.1200000000001,hibernating
13338,158,1,487.02000000000004,hibernating
